"site" "date" "period" "season" "Albulichthys.albuloides" "Amblyrhynchichthys.truncatus" "Anabas.testudineus" "Barbonymus.altus" "Barbonymus.gonionotus" "Belodontichthys.truncatus" "Boesemania.microlepis" "Channa.micropeltes" "Channa.striata" "Chitala.ornata" "Cirrhinus.microlepis" "Clarias.batrachus" "Clarias.macrocephalus" "Clarias.meladerma" "Coilia.macrognathos" "Cosmochilus.harmandi" "Cyclocheilichthys.armatus" "Cyclocheilichthys.enoplos" "Cyclocheilichthys.repasson" "Cyclocheilos.furcatus" "Cynoglossus.microlepis" "Gyrinocheilus.pennocki" "Hampala.dispar" "Hampala.macrolepidota" "Hemibagrus.spilopterus" "Henicorhynchus.lobatus" "Henicorhynchus.siamensis" "Hypsibarbus.lagleri" "Labeo.chrysophekadion" "Labeo.dyocheilus" "Labiobarbus.leptocheilus" "Labiobarbus.lineatus" "Labiobarbus.siamensis" "Leptobarbus.hoevenii" "Luciosoma.bleekeri" "Lycothrissa.crocodilus" "Macrognathus.siamensis" "Mystus.albolineatus" "Mystus.atrifasciatus" "Mystus.bocourti" "Mystus.mysticetus" "Mystus.singaringan" "Notopterus.notopterus" "Ompok.bimaculatus" "Osteochilus.melanopleurus" "Osteochilus.schlegeli" "Osteochilus.vittatus" "Oxyeleotris.marmorata" "Pangasianodon.hypophthalmus" "Pangasius.djambal" "Pangasius.larnaudii" "Pangasius.macronema" "Pangasius.spp" "Pao.leiurus" "Parachela.siamensis" "Paralaubuca.typus" "Parambassis.wolffii" "Phalacronotus.apogon" "Phalacronotus.bleekeri" "Phalacronotus.micronemus" "Polynemus.dubius" "Poropuntius.deauratus" "Pristolepis.fasciata" "Probarbus.jullieni" "Probarbus.labeamajor" "Puntioplites.proctozysron" "Puntius.brevis" "Rasbora.tornieri" "Syncrossus.helodes" "Systomus.rubripinnis" "Thynnichthys.thynnoides" "Toxotes.microlepis" "Trichopodus.microlepis" "Trichopodus.pectoralis" "Trichopodus.trichopterus" "Wallago.attu" "Xenentodon.cancila" "Yasuhikotakia.modesta"
"22" "bb" "2012-05-27" "Low" "dry" 0 0 52.4709529972857 0 16.3143884164286 0 0 0 11.1897330001429 0 0 1.21428571428571 0 0 0 0 0 0 0 0 0 0 0 1.88892713714286 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 517.596225742857 29.9808840394286 13.5714285714286 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 407.569719057143 0 0 0 0 222.116396228571 2.24550806871429 1052.94843024286 0 0 0
"23" "bb" "2012-06-03" "Low" "wet" 0 0 47.6547619047143 0 14.9426291587143 0 0 0 11.6619634677143 0 5.07792207857143 0.922083909571429 1.75324675285714 0 0 0 0 0 0 0 0 0 0 4.47878331685714 0 0 0 0 0 0 0 0 0 0 0 0 0 30.8571428571429 0 0 0 194.254025868571 34.9737179057143 2.53246753285714 0 0 39.2857142857143 0 6.55596784242857 0 2.88419913385714 0 0 0 0 0 0 0 0 0 0 0 0 0 0 4.42857142857143 15.1948052 555.830409485714 0 0 0 0 581.454545457143 7.08843537428571 1630.39615414286 0 0 0
"24" "bb" "2012-06-10" "Low" "dry" 0 0 184.812789675 0 5.55555555571429 0 0 0 10.6650128794286 0 6.96825396714286 0 2.57142857142857 0 0 0 0 0 0 0 0 0 0 2.14285714285714 0 0 0 0 0 0 0 0 0 0 0 0 0 38 0 0 0 0 39.2793847957143 1.78571428571429 0 0 34.0714285714286 0 5.97703102071429 0 10.6666666671429 0 0 0 0 0 0 0 0 0 0 0 0 0 0 20.1428571428571 0 0 0 0 0 0 858.285714285714 11.7322809485714 1399.35714285714 0 0 0
"25" "bb" "2012-06-17" "Ris" "dry" 0 0 18.295253734 0 19.9180531928571 0 0 0 12.0325345071429 0 10.5230878371429 0 7.65353037714286 0 0 0 0 102.690476185714 0 0 0 0 0 7.55581348257143 3.40952381 0 0 0 0 0 0 0 0 0 0 0 0 262.619047614286 115.714285714286 0 0 0 43.5230094871429 0 0 0 322.809523814286 0 5.85258322571429 0 5.292250233 0 0 0 0 0 0 0 0 2.97619047571429 0 0 0 0 0 6.11658456471429 0 0 0 0 0 0 415.857142857143 12.5492219878571 95.2380952385714 0 0 0
"26" "bb" "2012-06-24" "Ris" "dry" 0 0 5.60317460285714 0 17.8207282918571 0 0 0 77.7686530471429 0 7.98412698285714 0 3.85714285714286 0 0 0 0 1.900051067 0 0 0 0 0 10.7962087404286 28.3281331085714 0 0 0 0 0 0 0 0 0 0 0 0 65 0 0 0 0 66.2692410261429 0 0 0 196.142857142857 0 2.61559696314286 0 5.54761904714286 0 0 0 0 0 0 0 0 12.0486945767143 0 0 0 0 0 16.1042416971429 0 0 0 0 0 0 219.428571428571 42.6507936471429 0 0 0 0
"27" "bb" "2012-07-01" "Ris" "dry" 0 0 33.6428571428571 0 16.2227891161429 0 0 0 47.6365491642857 0 11.9047619057143 0 15.3095238085714 0 0 0 0 0 0 0 0 0 0 4.42489177528571 31.3560296838571 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 92.4591836742857 6.28571428571429 0 0 12.5714285714286 0 6.92551020471429 0 4 0 0 0 0 0 0 0 0 9.45346320428571 0 0 0.909090909142857 0 0 12.5454545457143 0 0 0 0 0 0 0 83.3078231314286 62.8571428571429 0 0 0
"28" "bb" "2012-07-08" "Ris" "dry" 0 0 14.6998796802857 0 11.0476190471429 0 0 0 13.2733893542857 0 4.85714285714286 0 1.71428571428571 0 0 0 28.2924744928571 4.92063492 0 0 0 0 0 10.5853564647143 25.6805591885714 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 20.4033613488571 5.37815126 0 0 42.1913380742857 2.46031746 58.0933125328571 0 3.35574229742857 0 0 0 0 0 11.9419862342857 0 0 9.40202313142857 0 0 5.62087371857143 0 0 88.8562067142857 47.4358974428571 0 0 0 0 0 327.338093971429 16.9523809528571 661.248234087143 1.86698911728571 0 0
"29" "bb" "2012-07-15" "Ris" "dry" 0 0 49.8233534242857 0 11.7430083142857 0 0 0 4.10516120342857 0 6.67226890714286 0.642857142857143 6.39468385057143 0 0 0 0 0 0 0 0 0 0 6.17044335 16.56122449 114.438775514286 0 0 0 0 0 0 0 0 0 0 0 26.3775510142857 0 0 0 0 18.707483 0 1.306122449 0 122.362554114286 2.22857142857143 11.6390678285714 0 11.5513897857143 0 0 0.628571428571429 74.2857142857143 0 0 0 0 11.8857142852857 0 0 0 0 0 23.4725269057143 462.722634514286 0 0 0 0 0 425.877396414286 4.12807881714286 699.456709971429 1.33673469385714 0 0
"30" "bb" "2012-07-22" "Ris" "wet" 0 0 33.0268620228571 0 0 0 0 0 6.82828362185714 0 18.8919413914286 2.09523809571429 4.66666666714286 0 0 0 67.6530612285714 0 0 0 0 0 0 11.0013605432857 14.635374149 0 0 0 0 0 0 0 0 0 0 0 0 298.010989 0 264.192307642857 0 0 29.8095238142857 0 0 0 40.5921855914286 1.45714285714286 5.75000000142857 0 1.80952381 0 0 0 0 0 0 0 0 21.7867085285714 0 0 0 0 0 21.5408163265714 233.441043071429 0 0 0 0 0 387.743764171429 2.09523809571429 520.175736928571 0 0 0
"31" "bb" "2012-07-29" "Ris" "wet" 0 0 17.61414094 0 15.6507008971429 0 0 0 9.62131036857143 0 8.19050083857143 0 2.21827861571429 0 0 0 0 49.2321428571429 0 0 0 0 0 3.15493369428571 19.5095891057143 0 0 0 0 0 0 0 0 0 0 0 0 63.6428571428571 0 0 0 0 25.8156028385714 0 0.535714285714286 0 15.8035714285714 7.14285714285714 17.0653560628571 0 5.04072824142857 0 0 0 0 0 10.0892857142857 0 0 12.5021026701429 0 0 0 0 0 164.157985802857 61.2857142857143 0 0 0 0 0 271.803571428571 7.25900685714286 77 0.908901948285714 0 0
"32" "bb" "2012-08-05" "Ris" "wet" 0 0 10.5812721571429 0 9.83333333285714 0 0 0 7.53511705642857 0 7 2.61904761857143 5.73148426357143 0 0 0 0 64.3777056257143 0 0 0 0 0 10.0347392171429 13.112244898 0 0 0 0.714285714285714 0 0 0 0 0 0 0 0 25.3571428571429 0 52.3809523857143 0 0 8.63003663 5.07142857142857 0 0 77.7435065 10.8008658 21.8188914914286 0 3.36133455571429 0 0 0 270.075757585714 0 45.7792207728571 0 0 15.3452380957143 0 0 5.29761904714286 0 0 40.3162791057143 142.857142857143 0 0 0 0 0 75.4166666714286 3.99267399214286 616.857142857143 0 0 0
"33" "bb" "2012-08-12" "Ris" "wet" 0 0 4.05739059671429 0 17.8767233014286 0 0 0 5.76083918242857 0 3.07475282285714 0 1.03598691385714 0 0 0 47.9022108842857 4.41666666714286 0 0 0 0 0 5.22023809528571 9.95238095185714 0 0 0 2.80952380957143 0 0 0 0 0 0 0 0 0 0 83.0342970457143 0 0 15.9545991694286 0.380952381 1.21428571428571 0 44.7222222285714 3.30357142857143 48.8527420714286 0 4.22135606814286 0 0 0 48.5901360542857 0 0 0 0 9.29166666671428 0 0 6.79846938714286 0 0 58.6029005228571 0 0 0 0 0 0 263.484977328571 5.35419528228571 0 0 0 0
"34" "bb" "2012-08-19" "Ris" "wet" 0 0 3.42085833285714 0 7.54346709142857 0 0 0 4.02827938357143 0 6.39670758642857 0 1.74088397085714 0 0 0 15 6.85714285714286 0 0 0 0 0 5.70657261857143 7.35714285714286 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 6.45204694914286 0 1.14285714285714 0 143.212912082857 0 7.55271415557143 0 3.72526610271429 0 0 0 0 0 2.35714285714286 0 0 6.14285714285714 0 0 4.41071428571429 0 0 22.2623381391429 316.758241757143 0 0 0 0 0 335.402472528571 1.21330724071429 222.6923077 0 0 0
"35" "bb" "2012-08-26" "Ris" "wet" 0 0 16.7603824744286 0 11.0462754928571 0 0 0 3.11833008271429 0 0.865800865857143 0 2.09314494971429 0 0 0 0 0 0 0 0 0 0 7.66469278928571 9.76190476142857 0 0 0 1.80952380957143 0 0 0 0 0 0 0 0 130.799843015714 0 30.8257456828571 0 0 2.913602609 0 0.571428571428571 0 77.1836734714286 3.97959183714286 4.138286655 0 4.37097131471429 0 0 0 7.07142857142857 0 0 0 0 9.88435374142857 0 0 0 0 0 10.5316627814286 331.301587285714 0 0 0 0 0 197.568376074286 4.57548403985714 322.93956044 0 0 0
"36" "bb" "2012-09-02" "Hig" "wet" 0 0 16.0242136385714 0 22.8120673465714 0 0 0 1.38349591842857 0 3.72807845114286 0 1.01192684857143 0 0 0 0 17.3392857142857 0 0 0 0 0 3.72934529714286 11.671460531 0 145.6122449 0 1.41295712914286 0 0 0 0 0 0 0 0 22.7922077857143 0 47.3376623428571 0 0 0.318049297571429 4.28329314242857 0 0 47.8839414542857 4.16512059428571 13.1817262485714 0 1.53546774614286 0 0 0 79.8979591857143 0 1.74603174571429 0 0 9.09523809528571 0 0 5.28769841285714 0 0 20.9027783861429 0 0 0 0 0 0 135.616883114286 4.31811824442857 90.8441558442857 0 0 0
"37" "bb" "2012-09-09" "Hig" "wet" 0 0 1.64697458 0 21.5427959985714 0 0 0 3.67331302842857 0 1.64697458 0 0 0 0 0 0 3.46137955557143 0 0 0 0 0 4.91038959071429 12.8796519812857 0 0 0 2.70846932557143 0 0 0 0 0 0 0 0 139.782410582857 0 168.120015952857 0 0 3.47176459814286 1.50793650857143 0.857142857142857 0 25.3550543014286 2.01298701285714 2.46231282185714 0 2.782750217 0 0 0 0 0 0 0 0 28.429077677 0 0 0 0 0 14.6595839397143 117.894736842857 0 0 0 0 0 208.432539671429 1.15207373271429 66.5277777757143 0 0 0
"38" "bb" "2012-09-16" "Hig" "wet" 0 0 8.35467116914286 0 13.3812792021429 0 0 0 1.07606679028571 0 1.812930824 0 3.73168459328571 0 0 0 0 142.824929971571 0 0 0 0 0 7.708131795 10.5387462782857 0 0 0 4.26980301428571 0 0 0 0 0 0 0 0 0 0 0 0 0 1.07606679028571 2.650030543 5.22099611342857 0 52.1741221685714 9.36507936571429 47.5620761644286 0 1.83664880085714 0 0 0 0 0 5.28571428571429 0 0 8.372279223 0 0 0 0 0 55.5740740742857 26.0571428571429 0 0 0 0 0 240.671669071429 7.33526997128571 101.467532471429 0 0 0
"39" "bb" "2012-09-23" "Hig" "wet" 0 0 6.688517179 0 39.175077122 0 0 0 5.82793004685714 0 5.86891511957143 0 2.73423272885714 0 0 0 0 5.17075784342857 0 0 0 0 0 3.03375527428571 10.5785067948571 0 0 0 6.79925528428571 0 0 0 0 0 0 0 0 237.909238914286 0 204.734635738571 0 0 5.04850754714286 5.71042475857143 4.57844972914286 0 43.0365282871429 7.5 3.34510714928571 0 4.54127939814286 0 0 0 11.0119047614286 0 0 0 0 16.0279007005714 0 0 0 0 0 18.6228737962857 76.9625559571429 0 0 0 0 0 127.632071628571 2.69086337328571 141.933455428571 0 0 0
"41" "bb" "2012-10-07" "Hig" "wet" 0 0 53.5569757371429 0 71.3787012171429 0 0 5.6167979 23.3614743744286 0 0 0 11.7989601342857 0 0 0 0 2.69285714285714 0 0 0 0 0 6.32490052614286 6.03061224485714 0 0 0 3.687755102 0 0 0 0 0 0 0 0 0 0 0 0 0 56.0329518685714 6.130438179 5.40882407914286 0 0 4.51088127571429 4.56902816142857 0 5.38025265057143 0 0 0 0 0 0 0 0 4.85918367342857 0 0 0 0 0 1.65204081628571 0 0 0 0 0 0 333.482471985714 0.714285714285714 280.480690014286 0 0 0
"42" "bb" "2012-10-14" "Hig" "wet" 0 0 56.1165968357143 0 28.0511264628571 0 0 25.2426374457143 18.8354376448571 0 1.043956044 0 6.02567373114286 0 0 0 0 3.44941822885714 0 0 0 0 0 21.9337726457143 4.73513251457143 0 0 0 5.45792163028571 0 0 0 0 0 0 0 0 0 0 0 0 0 63.1260011514286 18.2120927314286 4.73513251457143 0 0 10.6969065285714 7.56052934 0 7.60970734457143 0 0 0 0 0 0 0 0 5.46685020171429 0 0 3.44941822885714 0 0 3.44941822885714 0 0 0 0 0 0 154.033019512857 0 142.674212082857 0 0 0
"43" "bb" "2012-10-21" "Hig" "wet" 0 0 46.7180898666667 0 25.3747797671667 0 0 0 26.7792109216667 0 5.52588192316667 0 6.63960978233333 0 0 0 0 1.2209302325 0 0 0 0 0 26.3592152566667 4.49870801083333 0 0 0 0.742753623166667 0 0 0 0 0 0 0 0 0 0 0 0 0 72.73081428 4.84830917866667 6.06923941116667 0 0 20.9358974366667 15.1264834201667 0 6.2831282995 0 0 0 0 0 0 0 0 1.2209302325 0 0 10.7598191208333 0 0 7.47757274416667 0 0 0 0 0 0 181.029914536667 5.741461634 0 0 0 0
